corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
qd,s8br.0,362,57860,0,362,1393,0
qd,s8br.0,362,57860,0,1407,2553,0
qd,s8br.0,362,57860,0,2567,6058,0
qd,s8br.0,362,57860,0,6071,6563,0
qd,s8br.0,362,57860,0,6576,9080,0
qd,s8br.0,362,57860,0,9094,9810,0
qd,s8br.0,362,57860,0,9824,16878,0
qd,s8br.0,362,57860,0,16892,17213,0
qd,s8br.0,362,57860,0,17226,19884,0
qd,s8br.0,362,57860,0,19898,20345,0
qd,s8br.0,362,57860,0,20358,23865,0
qd,s8br.0,362,57860,0,23879,26612,0
qd,s8br.0,362,57860,0,26626,27118,0
qd,s8br.0,362,57860,0,27131,29542,0
qd,s8br.0,362,57860,0,29556,30059,0
qd,s8br.0,362,57860,0,30072,31265,0
qd,s8br.0,362,57860,0,31278,32137,0
qd,s8br.0,362,57860,0,32150,36101,0
qd,s8br.0,362,57860,0,36114,37192,0
qd,s8br.0,362,57860,0,37205,37716,0
qd,s8br.0,362,57860,0,37730,39477,0
qd,s8br.0,362,57860,0,39490,41180,0
qd,s8br.0,362,57860,0,41193,44545,0
qd,s8br.0,362,57860,0,44558,45320,0
qd,s8br.0,362,57860,0,45333,45549,0
qd,s8br.0,362,57860,0,45563,52904,0
qd,s8br.0,362,57860,0,52917,57075,0
