corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,vn4q.0,kassandra,13,
qd,vn4q.0,ulysses,27,
qd,vn4q.0,soldaten,23,
qd,vn4q.0,deiphobus,6,
qd,vn4q.0,diener,7,
qd,vn4q.0,myrmidonen,16,
qd,vn4q.0,andromache,4,
qd,vn4q.0,troilus,25,
qd,vn4q.0,pandarus,19,
qd,vn4q.0,trojaner,26,
qd,vn4q.0,paris,20,
qd,vn4q.0,hektor,9,
qd,vn4q.0,cressida,5,
qd,vn4q.0,achilles,0,
qd,vn4q.0,agamemnon,1,
qd,vn4q.0,patroklus,21,
qd,vn4q.0,thersites,24,
qd,vn4q.0,margarelon,14,
qd,vn4q.0,helenus,11,
qd,vn4q.0,alexander,3,
qd,vn4q.0,diomedes,8,
qd,vn4q.0,helena,10,
qd,vn4q.0,menelaus,15,
qd,vn4q.0,page,18,
qd,vn4q.0,priamus,22,
qd,vn4q.0,ajax,2,
qd,vn4q.0,äneas,28,
qd,vn4q.0,kalchas,12,
qd,vn4q.0,nestor,17,
