corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,wd6t.0,leopold,9,
qd,wd6t.0,brigitte,15,
qd,wd6t.0,heymon,0,
qd,wd6t.0,martin,1,
qd,wd6t.0,peter,12,
qd,wd6t.0,knechte,13,
qd,wd6t.0,chor,19,
qd,wd6t.0,arzt,11,
qd,wd6t.0,ratgeber,4,
qd,wd6t.0,ein_knecht,14,
qd,wd6t.0,anton,8,
qd,wd6t.0,agnes,6,
qd,wd6t.0,klaus,3,
qd,wd6t.0,anne,7,
qd,wd6t.0,hans,16,
qd,wd6t.0,reinhold,20,
qd,wd6t.0,mechthilde,18,
qd,wd6t.0,konrad,2,
qd,wd6t.0,simon,10,
qd,wd6t.0,ein_ritter,5,
qd,wd6t.0,kaspar,17,
