corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,t971.0,fee_amarillis,4,
qd,t971.0,herold,28,
qd,t971.0,modestina,33,
qd,t971.0,osillis,30,
qd,t971.0,zephises,11,
qd,t971.0,eduard,18,
qd,t971.0,chor_von_einwohnern,27,
qd,t971.0,ein_nachbar,21,
qd,t971.0,mariandl,17,
qd,t971.0,alle_nachbarn,22,
qd,t971.0,longimanus,8,
qd,t971.0,amazilli,31,
qd,t971.0,herbst,13,
qd,t971.0,winter,12,
qd,t971.0,veritatius,32,
qd,t971.0,florian,16,
qd,t971.0,pamphilius,6,
qd,t971.0,zweiter_zauberer,3,
qd,t971.0,erster_zauberer,2,
qd,t971.0,amine,34,
qd,t971.0,frühling,15,
qd,t971.0,ein_kellner,26,
qd,t971.0,sommer,14,
qd,t971.0,koliphonius,23,
qd,t971.0,erste_drude,10,
qd,t971.0,mädchen,24,
qd,t971.0,der_korporal,25,
qd,t971.0,aladin,29,
qd,t971.0,kolibri,20,
qd,t971.0,fee_aprikosa,1,
qd,t971.0,hoffnung,19,
qd,t971.0,alle_weiber,7,
qd,t971.0,feuergeist,5,
qd,t971.0,chor,0,
qd,t971.0,die_druden,9,
