corpus,drama,figure_surface,figure_id,Gender,Age
qd,vnmx.0,KASPAR,kasper,,
qd,vnmx.0,HERZOGIN,herzogin,,
qd,vnmx.0,ZWEITER GEIST,zweiter_geist,,
qd,vnmx.0,XERXES,xerxes,,
qd,vnmx.0,SECHSTER GEIST,sechster_geist,,
qd,vnmx.0,HERZOG,herzog,,
qd,vnmx.0,DUMPFE STIMME VON OBEN,dumpfe_stimme,,
qd,vnmx.0,AUERHAHN,fünfter_geist,,
qd,vnmx.0,STIMME ZUR LINKEN,stimme_zur_linken,,
qd,vnmx.0,MEGÄRA,megära,,
qd,vnmx.0,SCHUTZGEIST,schutzgeist,,
qd,vnmx.0,STIMME ZUR RECHTEN,stimme_zur_rechten,,
qd,vnmx.0,TEUFELCHEN,teufelchen,,
qd,vnmx.0,TEUFEL,teufel,,
qd,vnmx.0,GRETL,gretl,,
qd,vnmx.0,ALTES WEIB,altes_weib,,
qd,vnmx.0,CASPERLE,casperle,,
qd,vnmx.0,DON CARLOS,don_carlos,,
qd,vnmx.0,ACHTER GEIST,mephistopheles,,
qd,vnmx.0,WAGNER,wagner,,
qd,vnmx.0,DRITTER GEIST,dritter_geist,,
qd,vnmx.0,FAUST,faust,,
qd,vnmx.0,VITZLIPUTZLI,vitzliputzli,,
qd,vnmx.0,MEHRERE STIMMEN ZUR LINKEN,mehrere_stimmen_zur_linken,,
qd,vnmx.0,VIERTER GEIST,astarot,,
qd,vnmx.0,DAS FRAUENZIMMER,das_frauenzimmer,,
