corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,tn4k.0,seehansele,6,
qd,tn4k.0,pfarrer,4,
qd,tn4k.0,hies,24,
qd,tn4k.0,frau_specht,15,
qd,tn4k.0,hulda,22,
qd,tn4k.0,lorenz,3,
qd,tn4k.0,fräulein_schaitzach,0,
qd,tn4k.0,die_drei_choristinnen,2,
qd,tn4k.0,wally,17,
qd,tn4k.0,flora,23,
qd,tn4k.0,amtsrichter,21,
qd,tn4k.0,knackberger,25,
qd,tn4k.0,herr_von_beck,1,
qd,tn4k.0,posthalterin,16,
qd,tn4k.0,mohrenwirt,10,
qd,tn4k.0,foitenleitner,28,
qd,tn4k.0,burgl,7,
qd,tn4k.0,mutzenbauer,11,
qd,tn4k.0,minna,27,
qd,tn4k.0,seppl,8,
qd,tn4k.0,frau_wanninger,14,
qd,tn4k.0,bernhuber,26,
qd,tn4k.0,gendarm,30,
qd,tn4k.0,wehrmüllerin,13,
qd,tn4k.0,die_zuhörer,20,
qd,tn4k.0,rosl,12,
qd,tn4k.0,götzensperger,19,
qd,tn4k.0,rettinger,18,
qd,tn4k.0,nusser,29,
qd,tn4k.0,kederbauer,9,
qd,tn4k.0,posthalter,5,
