corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
qd,stqx.0,452,47710,0,466,1406,0
qd,stqx.0,452,47710,0,1421,3848,0
qd,stqx.0,452,47710,0,3862,10812,0
qd,stqx.0,452,47710,0,10825,12031,0
qd,stqx.0,452,47710,0,12046,15042,0
qd,stqx.0,452,47710,0,15053,19496,0
qd,stqx.0,452,47710,0,19509,20234,0
qd,stqx.0,452,47710,0,20248,21061,0
qd,stqx.0,452,47710,0,21074,28268,0
qd,stqx.0,452,47710,0,28281,30288,0
qd,stqx.0,452,47710,0,30302,31983,0
qd,stqx.0,452,47710,0,31996,33601,0
qd,stqx.0,452,47710,0,33615,36475,0
qd,stqx.0,452,47710,0,36488,37907,0
qd,stqx.0,452,47710,0,37921,40170,0
qd,stqx.0,452,47710,0,40183,42267,0
qd,stqx.0,452,47710,0,42280,45275,0
qd,stqx.0,452,47710,0,45288,45916,0
qd,stqx.0,452,47710,0,45930,46414,0
qd,stqx.0,452,47710,0,46427,46992,0
qd,stqx.0,452,47710,0,47005,47710,0
qd,stqx.0,47726,84902,0,47740,50439,0
qd,stqx.0,47726,84902,0,50453,54655,0
qd,stqx.0,47726,84902,0,54669,58199,0
qd,stqx.0,47726,84902,0,58212,61455,0
qd,stqx.0,47726,84902,0,61470,65825,0
qd,stqx.0,47726,84902,0,65838,66272,0
qd,stqx.0,47726,84902,0,66285,66739,0
qd,stqx.0,47726,84902,0,66753,68768,0
qd,stqx.0,47726,84902,0,68783,72124,0
qd,stqx.0,47726,84902,0,72138,73890,0
qd,stqx.0,47726,84902,0,73905,76912,0
qd,stqx.0,47726,84902,0,76926,80008,0
qd,stqx.0,47726,84902,0,80022,80797,0
qd,stqx.0,47726,84902,0,80811,82704,0
qd,stqx.0,47726,84902,0,82718,83666,0
qd,stqx.0,47726,84902,0,83679,84902,0
qd,stqx.0,84917,110273,0,84931,86218,0
qd,stqx.0,84917,110273,0,86231,90890,0
qd,stqx.0,84917,110273,0,90904,93647,0
qd,stqx.0,84917,110273,0,93661,97349,0
qd,stqx.0,84917,110273,0,97362,97686,0
qd,stqx.0,84917,110273,0,97699,100677,0
qd,stqx.0,84917,110273,0,100690,103463,0
qd,stqx.0,84917,110273,0,103477,105347,0
qd,stqx.0,84917,110273,0,105361,107516,0
qd,stqx.0,84917,110273,0,107530,108338,0
qd,stqx.0,84917,110273,0,108351,110273,0
