corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,vn0r.0,marcius,15,
qd,vn0r.0,titus,23,
qd,vn0r.0,gote_4,9,
qd,vn0r.0,publius,18,
qd,vn0r.0,demetrius,5,
qd,vn0r.0,chiron,4,
qd,vn0r.0,marcus,16,
qd,vn0r.0,bassianus,1,
qd,vn0r.0,lavinia,13,
qd,vn0r.0,quintus,19,
qd,vn0r.0,gote_3,8,
qd,vn0r.0,gote_2,7,
qd,vn0r.0,hauptmann,11,
qd,vn0r.0,lucius,14,
qd,vn0r.0,bauer,2,
qd,vn0r.0,tamora,22,
qd,vn0r.0,saturninus,21,
qd,vn0r.0,bote,3,
qd,vn0r.0,gote_1,6,
qd,vn0r.0,knabe,12,
qd,vn0r.0,ämilius,25,
qd,vn0r.0,mutius,17,
qd,vn0r.0,aaron,0,
qd,vn0r.0,gotisches_heer,10,
qd,vn0r.0,römer,20,
qd,vn0r.0,wärterin,24,
