corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,mvqs.0,peter_jeropkin,9,
qd,mvqs.0,balakyrew,22,
qd,mvqs.0,apraxin,23,
qd,mvqs.0,trubetzkoj,12,
qd,mvqs.0,kurakin,0,
qd,mvqs.0,knrakin,5,
qd,mvqs.0,puschkin,11,
qd,mvqs.0,biron,1,
qd,mvqs.0,maria,19,
qd,mvqs.0,pedrillo,21,
qd,mvqs.0,ein_lakai,16,
qd,mvqs.0,löwenwolde,13,
qd,mvqs.0,la_costa,17,
qd,mvqs.0,eichler,7,
qd,mvqs.0,zwei_zeremonienmeister,14,
qd,mvqs.0,der_hof,20,
qd,mvqs.0,chruschtschow,10,
qd,mvqs.0,wolinski,2,
qd,mvqs.0,anatol,4,
qd,mvqs.0,stallmeister,8,
qd,mvqs.0,die_narren,18,
qd,mvqs.0,ostermann,15,
qd,mvqs.0,ein_russischer_offizier,6,
qd,mvqs.0,anna,3,
