corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
qd,pmtc.0,1969,24927,0,1983,7500,0
qd,pmtc.0,1969,24927,0,7514,20753,0
qd,pmtc.0,1969,24927,0,20768,24927,0
qd,pmtc.0,24942,49101,0,24956,26428,0
qd,pmtc.0,24942,49101,0,26441,28480,0
qd,pmtc.0,24942,49101,0,28494,31005,0
qd,pmtc.0,24942,49101,0,31020,42040,0
qd,pmtc.0,24942,49101,0,42055,49101,0
qd,pmtc.0,49116,104739,0,49130,51445,0
qd,pmtc.0,49116,104739,0,51460,55312,0
qd,pmtc.0,49116,104739,0,55326,57076,0
qd,pmtc.0,49116,104739,0,57089,60844,0
qd,pmtc.0,49116,104739,0,60857,61711,0
qd,pmtc.0,49116,104739,0,61725,62155,0
qd,pmtc.0,49116,104739,0,62169,62485,0
qd,pmtc.0,49116,104739,0,62499,69773,0
qd,pmtc.0,49116,104739,0,69786,69955,0
qd,pmtc.0,49116,104739,0,69968,82175,0
qd,pmtc.0,49116,104739,0,82190,87450,0
qd,pmtc.0,49116,104739,0,87463,92218,0
qd,pmtc.0,49116,104739,0,92231,92584,0
qd,pmtc.0,49116,104739,0,92598,101311,0
qd,pmtc.0,49116,104739,0,101324,101804,0
qd,pmtc.0,49116,104739,0,101818,104739,0
qd,pmtc.0,104755,152026,0,104769,114283,0
qd,pmtc.0,104755,152026,0,114297,119462,0
qd,pmtc.0,104755,152026,0,119475,120409,0
qd,pmtc.0,104755,152026,0,120424,120775,0
qd,pmtc.0,104755,152026,0,120789,130057,0
qd,pmtc.0,104755,152026,0,130070,152026,0
qd,pmtc.0,152042,190670,0,152056,159342,0
qd,pmtc.0,152042,190670,0,159356,159610,0
qd,pmtc.0,152042,190670,0,159623,165266,0
qd,pmtc.0,152042,190670,0,165280,167834,0
qd,pmtc.0,152042,190670,0,167848,169261,0
qd,pmtc.0,152042,190670,0,169275,178825,0
qd,pmtc.0,152042,190670,0,178838,180985,0
qd,pmtc.0,152042,190670,0,180998,184728,0
qd,pmtc.0,152042,190670,0,184742,190670,0
