corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,vnf1.0,erpingham,19,
qd,vnf1.0,pistol,39,
qd,vnf1.0,bursch,11,
qd,vnf1.0,warwick,43,
qd,vnf1.0,isabelle,30,
qd,vnf1.0,bardolph,2,
qd,vnf1.0,rambures,40,
qd,vnf1.0,jamy,31,
qd,vnf1.0,könig_heinrich,33,
qd,vnf1.0,bote_3,8,
qd,vnf1.0,nym,37,
qd,vnf1.0,grey,28,
qd,vnf1.0,bourbon,9,
qd,vnf1.0,exeter,20,
qd,vnf1.0,york,46,
qd,vnf1.0,alice,0,
qd,vnf1.0,macmorris,35,
qd,vnf1.0,bote_1,6,
qd,vnf1.0,salisbury,41,
qd,vnf1.0,herold,29,
qd,vnf1.0,französischer_soldat,22,
qd,vnf1.0,katharina,32,
qd,vnf1.0,burgund,10,
qd,vnf1.0,bote_2,7,
qd,vnf1.0,connetable,15,
qd,vnf1.0,könig_karl,34,
qd,vnf1.0,montjoye,36,
qd,vnf1.0,court,16,
qd,vnf1.0,canterbury,13,
qd,vnf1.0,westmoreland,44,
qd,vnf1.0,bedford,4,
qd,vnf1.0,dauphin,17,
qd,vnf1.0,fluellen,21,
qd,vnf1.0,alle,1,
qd,vnf1.0,ely,18,
qd,vnf1.0,gower,26,
qd,vnf1.0,gloster,25,
qd,vnf1.0,cambridge,12,
qd,vnf1.0,befehlshaber,5,
qd,vnf1.0,grandpre,27,
qd,vnf1.0,williams,45,
qd,vnf1.0,bates,3,
qd,vnf1.0,frau_hurtig,23,
qd,vnf1.0,gesandter,24,
qd,vnf1.0,chorus,14,
qd,vnf1.0,scroop,42,
qd,vnf1.0,orleans,38,
