corpus,drama,figure_surface,figure_id,Gender,Age
qd,vn4q.0,KASSANDRA,kassandra,,
qd,vn4q.0,ULYSSES,ulysses,,
qd,vn4q.0,SOLDATEN,soldaten,,
qd,vn4q.0,DEIPHOBUS,deiphobus,,
qd,vn4q.0,DIENER,diener,,
qd,vn4q.0,MYRMIDONEN,myrmidonen,,
qd,vn4q.0,ANDROMACHE,andromache,,
qd,vn4q.0,TROILUS,troilus,,
qd,vn4q.0,PANDARUS,pandarus,,
qd,vn4q.0,TROJANER,trojaner,,
qd,vn4q.0,PARIS,paris,,
qd,vn4q.0,HEKTOR,hektor,,
qd,vn4q.0,CRESSIDA,cressida,,
qd,vn4q.0,ACHILLES,achilles,,
qd,vn4q.0,AGAMEMNON,agamemnon,,
qd,vn4q.0,PATROKLUS,patroklus,,
qd,vn4q.0,THERSITES,thersites,,
qd,vn4q.0,MARGARELON,margarelon,,
qd,vn4q.0,HELENUS,helenus,,
qd,vn4q.0,ALEXANDER,alexander,,
qd,vn4q.0,DIOMEDES,diomedes,,
qd,vn4q.0,HELENA,helena,,
qd,vn4q.0,MENELAUS,menelaus,,
qd,vn4q.0,PAGE,page,,
qd,vn4q.0,PRIAMUS,priamus,,
qd,vn4q.0,AJAX,ajax,,
qd,vn4q.0,ÄNEAS,äneas,,
qd,vn4q.0,KALCHAS,kalchas,,
qd,vn4q.0,NESTOR,nestor,,
