corpus,drama,figure_surface,figure_id,Gender,Age
qd,tgw6.0,FRAU ERMISCHER,frau_ermischer,,
qd,tgw6.0,MAARI,maari,,
qd,tgw6.0,ERMISCHER,ermischer,,
qd,tgw6.0,ULBRICH,ulbrich,,
qd,tgw6.0,SEIFERT,seifert,,
qd,tgw6.0,GENDARM WEIGEL,weigel,,
qd,tgw6.0,NEUBERT,neubert,,
qd,tgw6.0,FRAU NEUBERT,frau_neubert,,
qd,tgw6.0,NEUMERKEL,neumerkel,,
qd,tgw6.0,FRÄNZEL,fränzel,,
qd,tgw6.0,FRAU SCHÖNHERR,frau_schönherr,,
qd,tgw6.0,HEINERLE,heinerle,,
qd,tgw6.0,GERTRUD,gertrud,,
qd,tgw6.0,LIESEL,liesel,,
qd,tgw6.0,SCHÖNHERR,meister_schönherr,,
qd,tgw6.0,FRAU ULBRICH,frau_ulbrich,,
qd,tgw6.0,FRAU SEIFERT,frau_seifert,,
qd,tgw6.0,DIE WALDARBEITER,die_waldarbeiter,,
qd,tgw6.0,ZURUFE,die_leute,,
qd,tgw6.0,EIN BAUER,ein_bauer,,
qd,tgw6.0,DIE SCHNITZLER,die_schnitzler,,
qd,tgw6.0,STIMMEN,stimmen,,
qd,tgw6.0,DIE BAUERN,die_bauern,,
