corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,x8cf.0,hans_von_maikerf,16,
qd,x8cf.0,kanzler,22,
qd,x8cf.0,stimme_im_hintergrund,40,
qd,x8cf.0,phyllis,29,
qd,x8cf.0,andre_stimme,36,
qd,x8cf.0,maikäferfürstin_artemisia,26,
qd,x8cf.0,reps,7,
qd,x8cf.0,hofstaat,13,
qd,x8cf.0,kultusminister,23,
qd,x8cf.0,hubeland,18,
qd,x8cf.0,könig,11,
qd,x8cf.0,von_der_kron,17,
qd,x8cf.0,volk,10,
qd,x8cf.0,der_rote_sepp,15,
qd,x8cf.0,offizier,19,
qd,x8cf.0,der_lyrische_dichter_sylvan,32,
qd,x8cf.0,zweiter_bürger,5,
qd,x8cf.0,viele_stimmen_im_hintergrund,38,
qd,x8cf.0,andre_stimmen,39,
qd,x8cf.0,zweiter_bruder,0,
qd,x8cf.0,andre_weiber,44,
qd,x8cf.0,kakodromida,43,
qd,x8cf.0,die_brüder_des_hans_von_maikerf,24,
qd,x8cf.0,doris,34,
qd,x8cf.0,tattabaucis,42,
qd,x8cf.0,erster_bürger,4,
qd,x8cf.0,anthusa,30,
qd,x8cf.0,dichter_sylvan,21,
qd,x8cf.0,dritte_stimme,37,
qd,x8cf.0,plötzliche_stimme_aus_dem_hintergrund,14,
qd,x8cf.0,dritter_bruder,1,
qd,x8cf.0,hofprediger,12,
qd,x8cf.0,brummorchester,31,
qd,x8cf.0,ein_herold,9,
qd,x8cf.0,dummerchen,2,
qd,x8cf.0,lainilla,33,
qd,x8cf.0,bauer_hinterstoisser,6,
qd,x8cf.0,von_zangen,25,
qd,x8cf.0,myrrha,28,
qd,x8cf.0,dritter_brüder,3,
qd,x8cf.0,andrakia,27,
qd,x8cf.0,kleps,8,
qd,x8cf.0,phrixa,41,
qd,x8cf.0,viele_stimmen,20,
qd,x8cf.0,stimme_aus_dem_haufen,35,
