corpus,drama,figure_surface,figure_id,Gender,Age
qd,tx4z.0,LERMA,lerma,MALE,
qd,tx4z.0,HERZOG ALBA,herzog_alba,MALE,
qd,tx4z.0,DER ERSTE,der_erste,MALE,
qd,tx4z.0,FERIA,feria,MALE,
qd,tx4z.0,MEDINA SIDONIA,medina_sidonia,MALE,
qd,tx4z.0,CARLOS,carlos,MALE,
qd,tx4z.0,MERKADO,merkado,MALE,
qd,tx4z.0,OLIVAREZ,olivarez,FEMALE,
qd,tx4z.0,PAGE,page,MALE,
qd,tx4z.0,MONDEKAR,mondekar,FEMALE,
qd,tx4z.0,PRIOR,prior,MALE,
qd,tx4z.0,KÖNIGIN,königin,FEMALE,
qd,tx4z.0,EIN DRITTER,ein_dritter,MALE,
qd,tx4z.0,EBOLI,eboli,FEMALE,
qd,tx4z.0,KÖNIG,philipp,MALE,
qd,tx4z.0,OFFIZIER,offizier,MALE,
qd,tx4z.0,DOMINGO,domingo,MALE,
qd,tx4z.0,INFANTIN,infantin,FEMALE,
qd,tx4z.0,ALLE ANWESENDEN GRANDEN,alle_granden,MALE,
qd,tx4z.0,FUENTES,fuentes,FEMALE,
qd,tx4z.0,GROSSINQUISITOR,grossinquisitor,MALE,
qd,tx4z.0,EIN ZWEITER,ein_zweiter,MALE,
qd,tx4z.0,TAXIS,taxis,MALE,
qd,tx4z.0,PARMA,parma,MALE,
qd,tx4z.0,MARQUIS VON POSA,marquis,MALE,
