corpus,drama,figure_surface,figure_id,Gender,Age
qd,jn65.0,ZWEITER SCHWÄRZER,zweiter_schwärzer,,
qd,jn65.0,BADER,bader,,
qd,jn65.0,ERSTER SCHWÄRZER,erster_schwärzer,,
qd,jn65.0,CHOR,chor,,
qd,jn65.0,JAKOB,jakob,,
qd,jn65.0,FRANZ,franz,,
qd,jn65.0,WABERL,waberl,,
qd,jn65.0,GRETL,gretl,,
qd,jn65.0,KATHREIN,kathrein,,
qd,jn65.0,MUCKERL,muckerl,,
qd,jn65.0,TONI,toni,,
qd,jn65.0,BURGEI,burgei,,
qd,jn65.0,MAHM,mahm,,
qd,jn65.0,VRONI,vroni,,
qd,jn65.0,ANNERL,annerl,,
qd,jn65.0,LEVY,levy,,
qd,jn65.0,MIRZL,mirzl,,
qd,jn65.0,FERNER,ferner,,
qd,jn65.0,ROSL,rosl,,
qd,jn65.0,LIES,lies,,
qd,jn65.0,GROSSKNECHT,grossknecht,,
qd,jn65.0,CRESCENZ,crescenz,,
qd,jn65.0,HÖLLERER,höllerer,,
