corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,wzpz.0,die_brabanter,1,
qd,wzpz.0,brabantische_edle,9,
qd,wzpz.0,könig_heinrich,2,
qd,wzpz.0,ortrud,10,
qd,wzpz.0,die_frauen,7,
qd,wzpz.0,acht_frauen,17,
qd,wzpz.0,der_dritte_edle,11,
qd,wzpz.0,die_männer,6,
qd,wzpz.0,vier_edelknaben,15,
qd,wzpz.0,des_königs_gefolge,16,
qd,wzpz.0,friedrich,4,
qd,wzpz.0,der_zweite,12,
qd,wzpz.0,der_heerrufer,0,
qd,wzpz.0,elsa,5,
qd,wzpz.0,der_vierte,13,
qd,wzpz.0,lohengrin,8,
qd,wzpz.0,die_sachsen,3,
qd,wzpz.0,der_erste,14,
