corpus,drama,figure_surface,figure_id,Gender,Age
qd,x8cf.0,HANS ENGERLING,hans_von_maikerf,,
qd,x8cf.0,KANZLER,kanzler,,
qd,x8cf.0,STIMME IM HINTERGRUND,stimme_im_hintergrund,,
qd,x8cf.0,PHYLLIS,phyllis,,
qd,x8cf.0,ANDRE STIMME,andre_stimme,,
qd,x8cf.0,ARTEMISIA,maikäferfürstin_artemisia,,
qd,x8cf.0,REPS,reps,,
qd,x8cf.0,HOFSTAAT,hofstaat,,
qd,x8cf.0,KULTUSMINISTER,kultusminister,,
qd,x8cf.0,DER ALTE HUBELAND,der_alte_hubeland,,
qd,x8cf.0,KÖNIG,könig,,
qd,x8cf.0,VON DER KRON,von_der_kron,,
qd,x8cf.0,VOLK,stimme_aus_dem_volk,,
qd,x8cf.0,DAS INDIVIDUUM,der_rote_sepp,,
qd,x8cf.0,OFFIZIER,offizier,,
qd,x8cf.0,SYLVAN,sylvan,,
qd,x8cf.0,ZWEITER BÜRGER,zweiter_bürger,,
qd,x8cf.0,VIELE STIMMEN IM HINTERGRUND,viele_stimmen_im_hintergrund,,
qd,x8cf.0,ANDRE STIMMEN,andre_stimmen,,
qd,x8cf.0,ZWEITER BRUDER,zweiter_bruder,,
qd,x8cf.0,ANDRE WEIBER,andre_weiber,,
qd,x8cf.0,KAKODROMIDA,kakodromida,,
qd,x8cf.0,DIE BRÜDER DES HANS VON MAIKERF,die_brüder,,
qd,x8cf.0,DORIS,doris,,
qd,x8cf.0,TATTABAUCIS,tattabaucis,,
qd,x8cf.0,ERSTER BÜRGER,erster_bürger,,
qd,x8cf.0,ANTHUSA,anthusa,,
qd,x8cf.0,DICHTER SYLVAN,dichter_sylvan,,
qd,x8cf.0,DRITTE STIMME,dritte_stimme,,
qd,x8cf.0,PLÖTZLICHE STIMME AUS DEM HINTERGRUND,plötzliche_stimme_aus_dem_hintergrund,,
qd,x8cf.0,DRITTER BRUDER,dritter_bruder,,
qd,x8cf.0,HOFPREDIGER,hofprediger,,
qd,x8cf.0,BRUMMORCHESTER,brummorchester,,
qd,x8cf.0,EIN HEROLD,ein_herold,,
qd,x8cf.0,DUMMERCHENS STIMME AUS DER MENGE,dummerchen,,
qd,x8cf.0,LAINILLA,lainilla,,
qd,x8cf.0,BAUER HINTERSTOISSER,hinterstoisser,,
qd,x8cf.0,MEDIZINALRAT VON ZANGEN,von_zangen,,
qd,x8cf.0,MYRRHA,myrrha,,
qd,x8cf.0,DRITTER BRÜDER,dritter_brüder,,
qd,x8cf.0,ANDRAKIA,andrakia,,
qd,x8cf.0,KLEPS,kleps,,
qd,x8cf.0,PHRIXA,phrixa,,
qd,x8cf.0,VIELE STIMMEN,viele_stimmen,,
qd,x8cf.0,STIMME AUS DEM HAUFEN,stimme_aus_dem_haufen,,
