corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
qd,k93c.0,7914,25910,0,7928,9214,0
qd,k93c.0,7914,25910,0,9228,10659,0
qd,k93c.0,7914,25910,0,10672,12546,0
qd,k93c.0,7914,25910,0,12560,15813,0
qd,k93c.0,7914,25910,0,15826,21451,0
qd,k93c.0,7914,25910,0,21464,22186,0
qd,k93c.0,7914,25910,0,22199,25910,0
qd,k93c.0,25925,47672,0,25939,26835,0
qd,k93c.0,25925,47672,0,26849,28557,0
qd,k93c.0,25925,47672,0,28570,29929,0
qd,k93c.0,25925,47672,0,29942,33756,0
qd,k93c.0,25925,47672,0,33770,45527,0
qd,k93c.0,25925,47672,0,45540,47672,0
qd,k93c.0,47687,83170,0,47701,48672,0
qd,k93c.0,47687,83170,0,48686,56127,0
qd,k93c.0,47687,83170,0,56141,60465,0
qd,k93c.0,47687,83170,0,60478,68658,0
qd,k93c.0,47687,83170,0,68672,69696,0
qd,k93c.0,47687,83170,0,69709,70200,0
qd,k93c.0,47687,83170,0,70214,79966,0
qd,k93c.0,47687,83170,0,79979,81217,0
qd,k93c.0,47687,83170,0,81230,83170,0
qd,k93c.0,83185,109441,0,83199,84147,0
qd,k93c.0,83185,109441,0,84161,88162,0
qd,k93c.0,83185,109441,0,88175,90649,0
qd,k93c.0,83185,109441,0,90663,96715,0
qd,k93c.0,83185,109441,0,96729,104154,0
qd,k93c.0,83185,109441,0,104167,108665,0
qd,k93c.0,83185,109441,0,108679,109441,0
