corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,sv5m.0,zweiter_handlanger,7,
qd,sv5m.0,dummbach,10,
qd,sv5m.0,knippelius,18,
qd,sv5m.0,evchen,17,
qd,sv5m.0,lisette,3,
qd,sv5m.0,zweiter,20,
qd,sv5m.0,marie,11,
qd,sv5m.0,schmidt,9,
qd,sv5m.0,bennelbächer,1,
qd,sv5m.0,datterich,0,
qd,sv5m.0,junge,5,
qd,sv5m.0,spirwes,2,
qd,sv5m.0,erster_handlanger,6,
qd,sv5m.0,der_geiger,13,
qd,sv5m.0,erster,19,
qd,sv5m.0,wirthsjunge,15,
qd,sv5m.0,dritter_handlanger,8,
qd,sv5m.0,steifschächter,14,
qd,sv5m.0,bengler,16,
qd,sv5m.0,knerz,4,
qd,sv5m.0,frau_dummbach,12,
