corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
qd,r0n2.0,318,164697,0,318,11130,0
qd,r0n2.0,318,164697,0,11143,16737,0
qd,r0n2.0,318,164697,0,16750,23963,0
qd,r0n2.0,318,164697,0,23977,31537,0
qd,r0n2.0,318,164697,0,31550,43599,0
qd,r0n2.0,318,164697,0,43613,49648,0
qd,r0n2.0,318,164697,0,49662,56481,0
qd,r0n2.0,318,164697,0,56495,59371,0
qd,r0n2.0,318,164697,0,59385,72573,0
qd,r0n2.0,318,164697,0,72587,73507,0
qd,r0n2.0,318,164697,0,73520,76570,0
qd,r0n2.0,318,164697,0,76585,78902,0
qd,r0n2.0,318,164697,0,78915,82348,0
qd,r0n2.0,318,164697,0,82362,93175,0
qd,r0n2.0,318,164697,0,93189,118174,0
qd,r0n2.0,318,164697,0,118188,119205,0
qd,r0n2.0,318,164697,0,119218,120483,0
qd,r0n2.0,318,164697,0,120497,121132,0
qd,r0n2.0,318,164697,0,121145,124122,0
qd,r0n2.0,318,164697,0,124136,130066,0
qd,r0n2.0,318,164697,0,130080,135714,0
qd,r0n2.0,318,164697,0,135728,138804,0
qd,r0n2.0,318,164697,0,138817,143649,0
qd,r0n2.0,318,164697,0,143663,164697,0
