corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
qd,th0n.0,629,53563,0,643,2515,0
qd,th0n.0,629,53563,0,2528,8069,0
qd,th0n.0,629,53563,0,8082,8473,0
qd,th0n.0,629,53563,0,8487,8791,0
qd,th0n.0,629,53563,0,8804,9227,0
qd,th0n.0,629,53563,0,9241,9364,0
qd,th0n.0,629,53563,0,9377,9494,0
qd,th0n.0,629,53563,0,9508,20576,0
qd,th0n.0,629,53563,0,20590,24487,0
qd,th0n.0,629,53563,0,24500,27570,0
qd,th0n.0,629,53563,0,27583,33836,0
qd,th0n.0,629,53563,0,33849,36674,0
qd,th0n.0,629,53563,0,36688,42912,0
qd,th0n.0,629,53563,0,42926,44235,0
qd,th0n.0,629,53563,0,44248,45854,0
qd,th0n.0,629,53563,0,45867,46656,0
qd,th0n.0,629,53563,0,46669,47042,0
qd,th0n.0,629,53563,0,47055,47498,0
qd,th0n.0,629,53563,0,47511,48104,0
qd,th0n.0,629,53563,0,48118,48695,0
qd,th0n.0,629,53563,0,48708,49288,0
qd,th0n.0,629,53563,0,49302,49621,0
qd,th0n.0,629,53563,0,49634,49992,0
qd,th0n.0,629,53563,0,50005,50292,0
qd,th0n.0,629,53563,0,50306,50791,0
qd,th0n.0,629,53563,0,50805,52163,0
qd,th0n.0,629,53563,0,52176,53563,0
qd,th0n.0,53579,88698,0,53593,58910,0
qd,th0n.0,53579,88698,0,58924,61686,0
qd,th0n.0,53579,88698,0,61699,63825,0
qd,th0n.0,53579,88698,0,63838,66265,0
qd,th0n.0,53579,88698,0,66279,66724,0
qd,th0n.0,53579,88698,0,66737,73248,0
qd,th0n.0,53579,88698,0,73262,78896,0
qd,th0n.0,53579,88698,0,78911,80040,0
qd,th0n.0,53579,88698,0,80053,80285,0
qd,th0n.0,53579,88698,0,80299,87913,0
qd,th0n.0,53579,88698,0,87926,88698,0
qd,th0n.0,88714,132788,0,88728,92758,0
qd,th0n.0,88714,132788,0,92771,98585,0
qd,th0n.0,88714,132788,0,98598,99356,0
qd,th0n.0,88714,132788,0,99370,100701,0
qd,th0n.0,88714,132788,0,100715,105609,0
qd,th0n.0,88714,132788,0,105623,112266,0
qd,th0n.0,88714,132788,0,112279,114719,0
qd,th0n.0,88714,132788,0,114732,120116,0
qd,th0n.0,88714,132788,0,120129,122645,0
qd,th0n.0,88714,132788,0,122659,123618,0
qd,th0n.0,88714,132788,0,123631,124412,0
qd,th0n.0,88714,132788,0,124425,127280,0
qd,th0n.0,88714,132788,0,127294,128861,0
qd,th0n.0,88714,132788,0,128874,132324,0
qd,th0n.0,88714,132788,0,132337,132788,0
qd,th0n.0,132804,167082,0,132818,134105,0
qd,th0n.0,132804,167082,0,134119,136532,0
qd,th0n.0,132804,167082,0,136545,141416,0
qd,th0n.0,132804,167082,0,141431,143961,0
qd,th0n.0,132804,167082,0,143974,144505,0
qd,th0n.0,132804,167082,0,144518,145971,0
qd,th0n.0,132804,167082,0,145984,146299,0
qd,th0n.0,132804,167082,0,146312,148330,0
qd,th0n.0,132804,167082,0,148344,155741,0
qd,th0n.0,132804,167082,0,155755,159134,0
qd,th0n.0,132804,167082,0,159148,160363,0
qd,th0n.0,132804,167082,0,160376,161868,0
qd,th0n.0,132804,167082,0,161881,163359,0
qd,th0n.0,132804,167082,0,163372,164640,0
qd,th0n.0,132804,167082,0,164654,166371,0
qd,th0n.0,132804,167082,0,166384,167082,0
