corpus,drama,figure_surface,figure_id,Gender,Age
qd,stt4.0,PSEUDOLUS,pseudolus,,
qd,stt4.0,ARETE,arete,,
qd,stt4.0,SEDULIUS,sedulius,,
qd,stt4.0,EUPHROSYNE,euphrosyne,,
qd,stt4.0,THEMIS,themis,,
qd,stt4.0,VIGILANTIA,vigilantia,,
qd,stt4.0,SILENUS,silenus,,
qd,stt4.0,MELPOMENE,melpomene,,
qd,stt4.0,APOLLO,apollo,,
qd,stt4.0,THARSUS,tharsus,,
qd,stt4.0,ALETHEA,alethea,,
qd,stt4.0,OBSEQUENS,obsequens,,
qd,stt4.0,THALIA,thalia,,
qd,stt4.0,MELETANDER,meletander,,
