corpus,drama,figure_surface,figure_id,Gender,Age
qd,nmfv.0,ZWEITER SKLAVENHÄNDLER,zweiter_sklavenhändler,,
qd,nmfv.0,TERENZ,terenz,,
qd,nmfv.0,MARKTWEIB,marktweib_4,,
qd,nmfv.0,EIN KRIEGER,ein_krieger,,
qd,nmfv.0,EIN WEIB,ein_weib,,
qd,nmfv.0,ZWEITER,zweiter_1,,
qd,nmfv.0,EIN ATELLAN,der_atellan,,
qd,nmfv.0,EIN FLAMEN,ein_flamen,,
qd,nmfv.0,NEGERHÄUPTLING,negerhäuptling,,
qd,nmfv.0,EIN ANDERES,ein_anderes,,
qd,nmfv.0,PFÖRTNER,pförtner,,
qd,nmfv.0,ERSTER SKLAV,erster_3,,
qd,nmfv.0,DAS MÄDCHEN,das_mädchen,,
qd,nmfv.0,ZWEITER KONSUL,zweiter_konsul,,
qd,nmfv.0,HEROLD,herold,,
qd,nmfv.0,DIE BALEARISCHEN SCHLEUDERER,die_balearischen_schleuderer,,
qd,nmfv.0,EIN KNABE,ein_knabe,,
qd,nmfv.0,EIN VELIT,ein_velit,,
qd,nmfv.0,DIE MENGE,die_menge_4,,
qd,nmfv.0,DER JUNGE PUNIER,der_junge_punier,,
qd,nmfv.0,MATROSEN,matrosen,,
qd,nmfv.0,DAS WEIB,das_weib,,
qd,nmfv.0,DAS GEFOLG,das_gefolg,,
qd,nmfv.0,ERSTER SKLAVENHÄNDLER,erster_sklavenhändler,,
qd,nmfv.0,EIN ALTER MANN,ein_alter_mann,,
qd,nmfv.0,DER PRIESTER,ein_priester,,
qd,nmfv.0,ZWEITER RÖMISCHER GESANDTER,zweiter_römischer_gesandter,,
qd,nmfv.0,BRASIDAS,brasidas,,
qd,nmfv.0,GISGON,gisgon,,
qd,nmfv.0,DER RÖMER,der_römer,,
qd,nmfv.0,EIN SOLDAT,ein_soldat,,
qd,nmfv.0,SOLDAT,soldat,,
qd,nmfv.0,BOTE,bote,,
qd,nmfv.0,DRITTER,dritter_2,,
qd,nmfv.0,EIN KURULISCHER ÄDIL,ein_kurulischer_ädil,,
qd,nmfv.0,EIN ALS KARTHAGISCHER KRIEGER VERKLEIDETER RÖMER,ein_als_karthagischer_krieger_verkleideter_römer,,
qd,nmfv.0,DIE BRAUT,die_braut,,
qd,nmfv.0,EIN MARKTWEIB,marktweib,,
qd,nmfv.0,MALER,maler,,
qd,nmfv.0,DER LEIBPAGE,der_leibpage,,
qd,nmfv.0,PRUSIAS,prusias,,
qd,nmfv.0,FLAMININUS,flamininus,,
qd,nmfv.0,PRÄTOR,prätor,,
qd,nmfv.0,KATO ZENSOR,kato_zensor,,
qd,nmfv.0,BARKAS,barkas,,
qd,nmfv.0,REITERFELDHERR,reiterfeldherr,,
