corpus,drama,figure_surface,figure_id,Gender,Age
qd,kd4g.0,WIRTH,wirth,,
qd,kd4g.0,ALLGEMEINER CHOR,allgemeiner_chor,,
qd,kd4g.0,DIE MÄDCHEN,die_mädchen,,
qd,kd4g.0,ZWEYTER SPIELER,zweyter_spieler,,
qd,kd4g.0,DIENSTLEUTE,dienstleute,,
qd,kd4g.0,ERSTER GERICHTSDIENER,erster_gerichtsdiener,,
qd,kd4g.0,SOPHIE,sophie,,
qd,kd4g.0,ROSEL,rosel,,
qd,kd4g.0,GERICHTSDIENER,die_gerichtsdiener,,
qd,kd4g.0,HAUSH wollen sich losmachen,hausherr,,
qd,kd4g.0,TREUHOLD,treuhold,,
qd,kd4g.0,ZWEYTER GERICHTSDIENER,zweyter_gerichtsdiener,,
qd,kd4g.0,WINTER,winter,,
qd,kd4g.0,ERSTER SPIELER,erster_spieler,,
qd,kd4g.0,FLEDERMAUS,fledermaus,,
qd,kd4g.0,ZACHARIESEL,zacharias,,
qd,kd4g.0,CHOR 2.28,chor_2.28,,
qd,kd4g.0,VIKTORT,viktort,,
qd,kd4g.0,STADTDIR,stadtdirector,,
qd,kd4g.0,JOSEPH,joseph,,
qd,kd4g.0,HALLER,haller,,
qd,kd4g.0,EMILIE,emilie,,
qd,kd4g.0,ALLE SPIELER,andere,,
qd,kd4g.0,JÄGER,jäger,,
