corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,n3dj.0,chor_der_portugiesen,11,
qd,n3dj.0,chor,7,
qd,n3dj.0,offizier,6,
qd,n3dj.0,dandau,2,
qd,n3dj.0,braminen,1,
qd,n3dj.0,die_bajaderen,0,
qd,n3dj.0,ein_indischer_offizier,15,
qd,n3dj.0,amazili,9,
qd,n3dj.0,dienerinnen_der_jessonda,10,
qd,n3dj.0,erste_bajadere,3,
qd,n3dj.0,lopes,12,
qd,n3dj.0,tristan,13,
qd,n3dj.0,zweite_bajadere,4,
qd,n3dj.0,jessonda,8,
qd,n3dj.0,indianer,14,
qd,n3dj.0,nadori,5,
