corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,x4vh.0,fräulein_grinzberg,11,
qd,x4vh.0,wolf,4,
qd,x4vh.0,frau_von_lichtberg,10,
qd,x4vh.0,waldberg,8,
qd,x4vh.0,emy,6,
qd,x4vh.0,nina,5,
qd,x4vh.0,grünau,9,
qd,x4vh.0,baroninn_dürrer,17,
qd,x4vh.0,räthinn_sommer,14,
qd,x4vh.0,gertraude,19,
qd,x4vh.0,baroninn,0,
qd,x4vh.0,herr_von_hacken,15,
qd,x4vh.0,frau_von_dorn,13,
qd,x4vh.0,herr_von_traufbach,18,
qd,x4vh.0,bedienter,3,
qd,x4vh.0,marie,7,
qd,x4vh.0,herr_von_dorn,16,
qd,x4vh.0,blümlein,2,
qd,x4vh.0,babette,1,
qd,x4vh.0,fräulein_impfen,12,
