corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,vn60.0,zweiter_ritter,32,
qd,vn60.0,hippolyta,17,
qd,vn60.0,erster_landmann,23,
qd,vn60.0,zweiter_freund,14,
qd,vn60.0,dritter_landmann,25,
qd,vn60.0,gerrold,15,
qd,vn60.0,doctor,10,
qd,vn60.0,emilia,11,
qd,vn60.0,dritter_bauer,3,
qd,vn60.0,pavian,29,
qd,vn60.0,arcites,0,
qd,vn60.0,freier,12,
qd,vn60.0,bote_2,6,
qd,vn60.0,vierter_landmann,26,
qd,vn60.0,bote_1,5,
qd,vn60.0,timothe,35,
qd,vn60.0,bote_3,7,
qd,vn60.0,dritte_königin,22,
qd,vn60.0,herold,16,
qd,vn60.0,zweite_königin,21,
qd,vn60.0,erster_bauer,1,
qd,vn60.0,zweiter_landmann,24,
qd,vn60.0,theseus,34,
qd,vn60.0,tochter,36,
qd,vn60.0,dritter_ritter,33,
qd,vn60.0,vierter_bauer,4,
qd,vn60.0,erster_ritter,31,
qd,vn60.0,pirithous,30,
qd,vn60.0,valerius,37,
qd,vn60.0,zofe,38,
qd,vn60.0,nelly,27,
qd,vn60.0,bruder,8,
qd,vn60.0,erster_freund,13,
qd,vn60.0,hofherr,18,
qd,vn60.0,erste_königin,20,
qd,vn60.0,palämon,28,
qd,vn60.0,zweiter_bauer,2,
qd,vn60.0,dienerin,9,
qd,vn60.0,kerkermeister,19,
