corpus,drama,documentTitle,language,Name,Pnd,Translator.Name,Translator.Pnd,Date.Written,Date.Printed,Date.Premiere,Date.Translation
qd,w40n.0,Die Ehre,de,"Sudermann, Hermann",118619853,,,0,0,0,0
