corpus,drama,figure_surface,figure_id,Gender,Age
qd,s6kn.0,MEHRERE ZIMMERLEUTE,chor_der_zimmerleute,,
qd,s6kn.0,MARQUIS,marquis,,
qd,s6kn.0,VAN BETT,van_bett,,
qd,s6kn.0,MARIE,marie,,
qd,s6kn.0,EINZELNE STIMMEN,einzelne_stimmen,,
qd,s6kn.0,ANDERE,andere,,
qd,s6kn.0,MEISTERIN BROWE,meisterin_browe,,
qd,s6kn.0,OFFIZIER,offizier,,
qd,s6kn.0,DIE GÄSTE,die_gäste,,
qd,s6kn.0,LORD,lord,,
qd,s6kn.0,MÄNNER,männer,,
qd,s6kn.0,EINIGE,einige,,
qd,s6kn.0,CHOR,chor,,
qd,s6kn.0,FRAUEN,frauen,,
qd,s6kn.0,ZAR,zar,,
qd,s6kn.0,DIE MÄDCHEN,die_mädchen,,
qd,s6kn.0,RATSDIENER,ratsdiener,,
qd,s6kn.0,IWANOW,iwanow,,
qd,s6kn.0,LEFORT,lefort,,
