corpus,drama,figure_surface,figure_id,Gender,Age
qd,pn2n.0,PRIESTER,priester,,
qd,pn2n.0,ENKEL,enkel,,
qd,pn2n.0,JOSUA,josua,,
qd,pn2n.0,HOLOFERNES,holofernes,,
qd,pn2n.0,HAUPTMANN,hauptmann,,
qd,pn2n.0,GESANDTE,gesandte,,
qd,pn2n.0,EPHRAIM,ephraim,,
qd,pn2n.0,EIN WEIB,ein_weib,,
qd,pn2n.0,DER ZWEITE DER HAUPTLEUTE,der_zweite_der_hauptleute,,
qd,pn2n.0,DER EINE,der_eine,,
qd,pn2n.0,ERSTER BÜRGER 3. AKT,erster_bürger_3,,
qd,pn2n.0,EINE MUTTER,mutter,,
qd,pn2n.0,DELIA,delia,,
qd,pn2n.0,SAMAJA,samaja,,
qd,pn2n.0,DAS WEIB,das_weib,,
qd,pn2n.0,ZWEITER BÜRGER 5. AKT,zweiter_bürger_5,,
qd,pn2n.0,EIN ANDERER IM VOLK,ein_anderer_im_volk,,
qd,pn2n.0,MESOPOTAMISCHE GESANDTE,mesopotamische_gesandte,,
qd,pn2n.0,VOLK,stimmen_im_volk,,
qd,pn2n.0,DIE HAUPTLEUTE,die_hauptleute,,
qd,pn2n.0,SAMUEL,samuel,,
qd,pn2n.0,DER ERSTE,der_erste,,
qd,pn2n.0,DER KRIEGER,der_krieger,,
qd,pn2n.0,JUDITH,judith,,
qd,pn2n.0,DER ANDERE,der_andere,,
qd,pn2n.0,HOSEA,hosea,,
qd,pn2n.0,ACHIOR,achior,,
qd,pn2n.0,BOTE,bote,,
qd,pn2n.0,DRITTER BÜRGER 5. AKT,dritter_bürger_5,,
qd,pn2n.0,DER VORIGE ÄLTESTE,einer_der_ältesten,,
qd,pn2n.0,OBERPRIESTER,oberpriester,,
qd,pn2n.0,DER PRIESTER,ein_priester,,
qd,pn2n.0,ERSTER BÜRGER 5. AKT,erster_bürger_5,,
qd,pn2n.0,DIE ÄLTESTEN,die_ältesten,,
qd,pn2n.0,DER ZWEITE PRIESTER,zweiter_priester,,
qd,pn2n.0,AMMON,ammon,,
qd,pn2n.0,WACHEN,wachen,,
qd,pn2n.0,EIN DRITTER IM VOLK,ein_dritter_im_volk,,
qd,pn2n.0,DER ÄLTESTE,der_älteste,,
qd,pn2n.0,TRABANT,trabant,,
qd,pn2n.0,ZWEITER BÜRGER 3. AKT,zweiter_bürger_3,,
qd,pn2n.0,DANIEL,daniel,,
qd,pn2n.0,EIN BÜRGER,ein_bürger,,
qd,pn2n.0,ASSAD,assad,,
qd,pn2n.0,EIN ANDERER,ein_anderer,,
qd,pn2n.0,MIRZA,mirza,,
qd,pn2n.0,KÄMMERER,kämmerer,,
qd,pn2n.0,WEIBER,weiber,,
qd,pn2n.0,EINER IM VOLK,einer_aus_dem_volke,,
qd,pn2n.0,BEN,ben,,
