corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,vmvc.0,zweiter_bürger_2,5,
qd,vmvc.0,erster_bürger_1,2,
qd,vmvc.0,volumnius,8,
qd,vmvc.0,dritter_bürger_1,6,
qd,vmvc.0,vierter_bürger_1,7,
qd,vmvc.0,popilius,39,
qd,vmvc.0,cinna,21,
qd,vmvc.0,cato,31,
qd,vmvc.0,portia,13,
qd,vmvc.0,zweiter_soldat,10,
qd,vmvc.0,flavius,42,
qd,vmvc.0,diener_4,17,
qd,vmvc.0,cassius,34,
qd,vmvc.0,clitus,44,
qd,vmvc.0,titinius,19,
qd,vmvc.0,publius,43,
qd,vmvc.0,pindarus,45,
qd,vmvc.0,decius,32,
qd,vmvc.0,claudius,29,
qd,vmvc.0,ligarius,0,
qd,vmvc.0,strato,37,
qd,vmvc.0,bote,36,
qd,vmvc.0,varro,23,
qd,vmvc.0,zweiter_bürger_1,4,
qd,vmvc.0,diener_1,14,
qd,vmvc.0,dardanius,12,
qd,vmvc.0,bürger_pl,1,
qd,vmvc.0,messala,27,
qd,vmvc.0,erster_soldat,9,
qd,vmvc.0,geist,22,
qd,vmvc.0,metellus,24,
qd,vmvc.0,erster_bürger_2,3,
qd,vmvc.0,octavius,11,
qd,vmvc.0,diener_2,15,
qd,vmvc.0,artemidorus,20,
qd,vmvc.0,antonius,33,
qd,vmvc.0,brutus,26,
qd,vmvc.0,cäsar,40,
qd,vmvc.0,casca,38,
qd,vmvc.0,lucius,25,
qd,vmvc.0,diener_3,16,
qd,vmvc.0,lepidus,48,
qd,vmvc.0,cicero,28,
qd,vmvc.0,ein_poet,35,
qd,vmvc.0,trebonius,30,
qd,vmvc.0,marullus,47,
qd,vmvc.0,wahrsager,41,
qd,vmvc.0,calpurnia,46,
qd,vmvc.0,lucilius,18,
