corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
qd,vmvc.0,877,28260,0,898,4595,0
qd,vmvc.0,877,28260,0,4609,20429,0
qd,vmvc.0,877,28260,0,20443,28260,0
qd,vmvc.0,28277,54414,0,28299,44605,0
qd,vmvc.0,28277,54414,0,44619,51093,0
qd,vmvc.0,28277,54414,0,51107,51981,0
qd,vmvc.0,28277,54414,0,51995,54414,0
qd,vmvc.0,54431,85480,0,54453,69596,0
qd,vmvc.0,54431,85480,0,69610,83515,0
qd,vmvc.0,54431,85480,0,83529,85480,0
qd,vmvc.0,85497,107137,0,85519,88186,0
qd,vmvc.0,85497,107137,0,88201,90904,0
qd,vmvc.0,85497,107137,0,90918,107137,0
qd,vmvc.0,107154,126376,0,107176,113664,0
qd,vmvc.0,107154,126376,0,113678,114085,0
qd,vmvc.0,107154,126376,0,114099,119916,0
qd,vmvc.0,107154,126376,0,119930,121834,0
qd,vmvc.0,107154,126376,0,121848,126376,0
