corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
qd,vn79.0,489,19839,0,510,8172,0
qd,vn79.0,489,19839,0,8186,15289,0
qd,vn79.0,489,19839,0,15303,19839,0
qd,vn79.0,19856,52590,0,19878,28474,0
qd,vn79.0,19856,52590,0,28489,29640,0
qd,vn79.0,19856,52590,0,29655,32978,0
qd,vn79.0,19856,52590,0,32992,43372,0
qd,vn79.0,19856,52590,0,43386,46120,0
qd,vn79.0,19856,52590,0,46135,48208,0
qd,vn79.0,19856,52590,0,48222,52590,0
qd,vn79.0,52607,75489,0,52629,70741,0
qd,vn79.0,52607,75489,0,70756,75489,0
qd,vn79.0,75506,98876,0,75528,79365,0
qd,vn79.0,75506,98876,0,79379,86132,0
qd,vn79.0,75506,98876,0,86147,88443,0
qd,vn79.0,75506,98876,0,88457,98876,0
qd,vn79.0,98893,111635,0,98915,99602,0
qd,vn79.0,98893,111635,0,99616,102458,0
qd,vn79.0,98893,111635,0,102472,103262,0
qd,vn79.0,98893,111635,0,103277,111635,0
