corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
qd,nkdq.0,6436,23601,0,6450,7748,0
qd,nkdq.0,6436,23601,0,7762,15297,0
qd,nkdq.0,6436,23601,0,15311,16528,0
qd,nkdq.0,6436,23601,0,16541,20547,0
qd,nkdq.0,6436,23601,0,20561,23601,0
qd,nkdq.0,23617,67804,0,23631,25441,0
qd,nkdq.0,23617,67804,0,25455,29502,0
qd,nkdq.0,23617,67804,0,29515,29810,0
qd,nkdq.0,23617,67804,0,29823,32615,0
qd,nkdq.0,23617,67804,0,32629,35747,0
qd,nkdq.0,23617,67804,0,35760,36642,0
qd,nkdq.0,23617,67804,0,36656,38117,0
qd,nkdq.0,23617,67804,0,38131,45098,0
qd,nkdq.0,23617,67804,0,45112,45771,0
qd,nkdq.0,23617,67804,0,45784,53049,0
qd,nkdq.0,23617,67804,0,53063,59044,0
qd,nkdq.0,23617,67804,0,59058,61567,0
qd,nkdq.0,23617,67804,0,61581,67804,0
qd,nkdq.0,67820,90109,0,67834,69856,0
qd,nkdq.0,67820,90109,0,69870,70735,0
qd,nkdq.0,67820,90109,0,70747,71233,0
qd,nkdq.0,67820,90109,0,71248,73359,0
qd,nkdq.0,67820,90109,0,73372,77116,0
qd,nkdq.0,67820,90109,0,77130,82291,0
qd,nkdq.0,67820,90109,0,82304,85322,0
qd,nkdq.0,67820,90109,0,85335,86011,0
qd,nkdq.0,67820,90109,0,86024,88848,0
qd,nkdq.0,67820,90109,0,88863,90109,0
