corpus,drama,figure_surface,figure_id,Gender,Age
qd,x4vh.0,FRÄULEIN GRINZBERG,fräulein_grinzberg,,
qd,x4vh.0,WOLF,wolf,,
qd,x4vh.0,FRAU VON LICHTBERG,frau_von_lichtberg,,
qd,x4vh.0,WALDBERG,waldberg,,
qd,x4vh.0,EMY,emy,,
qd,x4vh.0,NINA,nina,,
qd,x4vh.0,GRÜNAU,grünau,,
qd,x4vh.0,BARONINN DÜRRER,baroninn_dürrer,,
qd,x4vh.0,RÄTHINN SOMMER,räthinn_sommer,,
qd,x4vh.0,GERTRAUDE,gertraude,,
qd,x4vh.0,BARONINN,baroninn,,
qd,x4vh.0,HERR VON HACKEN,herr_von_hacken,,
qd,x4vh.0,FRAU VON DORN,frau_von_dorn,,
qd,x4vh.0,HERR VON TRAUFBACH,herr_von_traufbach,,
qd,x4vh.0,BEDIENTER,bedienter,,
qd,x4vh.0,MARIE,marie,,
qd,x4vh.0,HERR VON DORN,herr_von_dorn,,
qd,x4vh.0,BLÜMLEIN,blümlein,,
qd,x4vh.0,BABETTE,babette,,
qd,x4vh.0,FRÄULEIN IMPFEN,fräulein_impfen,,
