corpus,drama,figure_surface,figure_id,Gender,Age
qd,x90s.0,DIENSTMÄDCHEN,dienstmädchen,,
qd,x90s.0,CHORUS PUERORUM,chorus_puerorum,,
qd,x90s.0,REMIGIUS,professor_remigius_wohlgemut,,
qd,x90s.0,PATER CONFESSOR,pater_confessor,,
qd,x90s.0,VOCES APOKALYPTICAE DE COELIS CANTANTES,voces_apokalypticae_de_coelis_cantantes,,
qd,x90s.0,BABÚSCH,babúsch,,
qd,x90s.0,MAGENTROST,magentrost,,
qd,x90s.0,CHORUS ADOLESCENTIUM,chorus_adolescentium,,
qd,x90s.0,DIE MUTTER,mutter,,
qd,x90s.0,HUBERT,hubert,,
qd,x90s.0,POGATSCHNIGG,pogatschnigg,,
qd,x90s.0,RABANSER CHORAGETES,rabanser_choragetes,,
qd,x90s.0,RABANSER,rabanser,,
qd,x90s.0,VOX PATRIS E TENEBRIS INFIMIS,vox_patris_e_tenebris_infimis,,
qd,x90s.0,STIMME VON DRAUSSEN,stimme_von_draussen,,
qd,x90s.0,ROSL,rosl,,
qd,x90s.0,VATER,vater,,
qd,x90s.0,TAUBE,taube,,
