corpus,drama,figure_surface,figure_id,Gender,Age
qd,k59h.0,DIE GESTALT,die_gestalt,,
qd,k59h.0,FATME,fatme,,
qd,k59h.0,ROXANE,roxane,,
qd,k59h.0,JUDE,jude,,
qd,k59h.0,DIE ENGLISCHEN MATROSEN,die_englischen_matrosen,,
qd,k59h.0,DER ANDERE SCHÄCHER,der_andere_schächer,,
qd,k59h.0,NONNE,nonne,,
qd,k59h.0,DER DICHTER,der_dichter,,
qd,k59h.0,STIMME AUS DEM HEILGEN GRABE,stimme_aus_dem_heilgen_grabe,,
qd,k59h.0,DIE PILGER,die_pilger,,
qd,k59h.0,VIELE,viele_engländer,,
qd,k59h.0,DIE ÄBTISSIN,äbtissin,,
qd,k59h.0,ERSTER ALTER,erster_alter,,
qd,k59h.0,DER ALTE,der_alte,,
qd,k59h.0,DIE ENGLÄNDER,engländer,,
qd,k59h.0,DRITTER ALTER,dritter_alter,,
qd,k59h.0,ANDRE NONNE,andre_nonne,,
qd,k59h.0,SIDNEY,sidney,,
qd,k59h.0,ACHMET,achmet,,
qd,k59h.0,FAVORITE,favorite,,
qd,k59h.0,STIGMA,stigma,,
qd,k59h.0,LICHTERZIEHER,lichterzieher,,
qd,k59h.0,CARDENIO,cardenio,,
qd,k59h.0,GRIECHEN,griechen,,
qd,k59h.0,ARMENIANER,armenianer,,
qd,k59h.0,RABBI,rabbi,,
qd,k59h.0,SCHÄFERKNABE,schäferknabe,,
qd,k59h.0,MÖNCH,mönch,,
qd,k59h.0,AHASVERUS,ahasverus,,
qd,k59h.0,DEUTSCHE SOLDATEN,deutsche_soldaten,,
qd,k59h.0,PFÖRTNERIN,pförtnerin,,
qd,k59h.0,SCHIFFSLEUTE,schiffsleute,,
qd,k59h.0,DER REISENDE,der_reisende,,
qd,k59h.0,HIRTEN,hirten,,
qd,k59h.0,ANDRER,andrer,,
qd,k59h.0,DER BUBE,bube,,
qd,k59h.0,MATROSEN,matrosen,,
qd,k59h.0,EIN JÄGER,ein_jäger,,
qd,k59h.0,ZWEITER ALTER,zweiter_alter,,
qd,k59h.0,SCHMID,schmid,,
qd,k59h.0,LORD,lord,,
qd,k59h.0,DER STORCH,der_storch,,
qd,k59h.0,MAHOMEDANER,mahomedaner,,
qd,k59h.0,SCHÄFERMÄDCHEN,schäfermädchen,,
qd,k59h.0,MOHR,mohr,,
qd,k59h.0,DIENEMANN,dienemann,,
qd,k59h.0,CELINDE,celinde,,
qd,k59h.0,HIRTINNEN,hirtinnen,,
qd,k59h.0,LYSANDER,lysander,,
qd,k59h.0,REICHER PILGER,reicher_pilger,,
qd,k59h.0,JUDEN,juden,,
qd,k59h.0,VIREN,viren,,
qd,k59h.0,CHORGESANG,chor,,
qd,k59h.0,KEINER BUBE,kleiner_bube,,
qd,k59h.0,KÜMMELTÜRKE,kümmeltürke,,
qd,k59h.0,BROMLY,bromly,,
qd,k59h.0,DER EINSIEDLER,der_einsiedler,,
qd,k59h.0,JESUS,jesus,,
qd,k59h.0,ARZT,arzt,,
qd,k59h.0,GUARDIAN,guardian,,
qd,k59h.0,BASSA,bassa,,
qd,k59h.0,CHRISTEN,christen,,
qd,k59h.0,JUNGFRAU,jungfrau,,
qd,k59h.0,SCHRIFTGELEHRTER,schriftgelehrter,,
qd,k59h.0,KAPITÄN,kapitän,,
qd,k59h.0,EIN REITER,ein_reiter,,
qd,k59h.0,OLYMPIE,olympie,,
qd,k59h.0,EINER,einer,,
qd,k59h.0,EINER DER SCHÄCHER,einer_der_schächer,,
qd,k59h.0,SCHILDWACHE,schildwache,,
qd,k59h.0,SOLDATEN,soldaten,,
qd,k59h.0,EINE DRITTE NONNE,dritte_nonne,,
qd,k59h.0,WAISENHÄUSER,waisenhäuser,,
qd,k59h.0,REICHE PILGER,reiche_pilger,,
qd,k59h.0,MATROSE,matrose,,
