corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,vn4h.0,bianca,1,
qd,vn4h.0,wirtin,35,
qd,vn4h.0,tranio,33,
qd,vn4h.0,schneider,32,
qd,vn4h.0,grumio,13,
qd,vn4h.0,curtis,3,
qd,vn4h.0,biondello,2,
qd,vn4h.0,magister,21,
qd,vn4h.0,katharina,18,
qd,vn4h.0,lucentio,20,
qd,vn4h.0,page,24,
qd,vn4h.0,witwe,36,
qd,vn4h.0,putzhändler,28,
qd,vn4h.0,petruchio,26,
qd,vn4h.0,dritter_diener,9,
qd,vn4h.0,diener_2,5,
qd,vn4h.0,gremio,12,
qd,vn4h.0,erster_diener_3,11,
qd,vn4h.0,niklas,23,
qd,vn4h.0,peter,25,
qd,vn4h.0,zweiter_diener,8,
qd,vn4h.0,baptista,0,
qd,vn4h.0,philipp,27,
qd,vn4h.0,erster_schauspieler,29,
qd,vn4h.0,erster_diener_2,10,
qd,vn4h.0,zweiter_jäger,16,
qd,vn4h.0,schlau,31,
qd,vn4h.0,vincentio,34,
qd,vn4h.0,erster_jäger,15,
qd,vn4h.0,zweiter_schauspieler,30,
qd,vn4h.0,erster_diener_1,7,
qd,vn4h.0,lord,19,
qd,vn4h.0,hortensio,14,
qd,vn4h.0,nathanael,22,
qd,vn4h.0,joseph,17,
qd,vn4h.0,diener_1,4,
qd,vn4h.0,diener_3,6,
