corpus,drama,documentTitle,language,Name,Pnd,Translator.Name,Translator.Pnd,Date.Written,Date.Printed,Date.Premiere,Date.Translation
qd,vn11.0,Ein Sommernachtstraum,de,"Shakespeare, William",118613723,"Schlegel, August Wilhelm",118607960,0,0,0,0
