corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
qd,kpkv.0,358,37339,0,372,638,0
qd,kpkv.0,358,37339,0,649,5591,0
qd,kpkv.0,358,37339,0,5604,11145,0
qd,kpkv.0,358,37339,0,11158,13086,0
qd,kpkv.0,358,37339,0,13099,19876,0
qd,kpkv.0,358,37339,0,19889,21439,0
qd,kpkv.0,358,37339,0,21452,29947,0
qd,kpkv.0,358,37339,0,29960,37339,0
qd,kpkv.0,37354,84819,0,37368,43961,0
qd,kpkv.0,37354,84819,0,43974,48476,0
qd,kpkv.0,37354,84819,0,48489,54048,0
qd,kpkv.0,37354,84819,0,54061,59808,0
qd,kpkv.0,37354,84819,0,59821,63526,0
qd,kpkv.0,37354,84819,0,63539,73844,0
qd,kpkv.0,37354,84819,0,73857,76001,0
qd,kpkv.0,37354,84819,0,76014,77568,0
qd,kpkv.0,37354,84819,0,77581,83140,0
qd,kpkv.0,37354,84819,0,83153,84819,0
qd,kpkv.0,84834,116325,0,84848,87151,0
qd,kpkv.0,84834,116325,0,87164,91478,0
qd,kpkv.0,84834,116325,0,91491,93739,0
qd,kpkv.0,84834,116325,0,93752,97287,0
qd,kpkv.0,84834,116325,0,97300,102964,0
qd,kpkv.0,84834,116325,0,102977,103728,0
qd,kpkv.0,84834,116325,0,103741,105010,0
qd,kpkv.0,84834,116325,0,105023,107776,0
qd,kpkv.0,84834,116325,0,107789,116325,0
