corpus,drama,figure_surface,figure_id,Gender,Age
qd,x9jv.0,BERKLEY,berkley,,
qd,x9jv.0,GEISTERCHOR,geisterchor,,
qd,x9jv.0,GREEN,green,,
qd,x9jv.0,RUTHWEN,ruthwen,,
qd,x9jv.0,RUTHWENS,ruthwens,,
qd,x9jv.0,ALLE JÄGER,alle_jäger,,
qd,x9jv.0,VIER PAAR LANDLEUTE,vier_paar_landleute,,
qd,x9jv.0,GADSHILL,gadshill,,
qd,x9jv.0,BLUNT,blunt,,
qd,x9jv.0,CHOR DER TÄNZER,chor_der_tänzer,,
qd,x9jv.0,EIN DIENER,ein_diener,,
qd,x9jv.0,JANTHE,janthe,,
qd,x9jv.0,DAUVENAUT,dauvenaut,,
qd,x9jv.0,DIE MÄDCHEN,die_mädchen,,
qd,x9jv.0,MALWINA,malwina,,
qd,x9jv.0,EMMY,emmy,,
qd,x9jv.0,CHOR DER GÄSTE,chor_der_gäste,,
qd,x9jv.0,PERTH,perth,,
qd,x9jv.0,AUBRY,aubry,,
qd,x9jv.0,CHOR DER JÄGER UND LANDLEUTE,chor_der_jäger_und_landleute,,
qd,x9jv.0,GEORGE,george,,
qd,x9jv.0,HAUSHOFMEISTER,haushofmeister,,
qd,x9jv.0,VAMPYRMEISTER,vampyrmeister,,
qd,x9jv.0,CHOR DER TRINKER,chor_der_trinker,,
qd,x9jv.0,FRAU BLUNT,frau_blunt,,
qd,x9jv.0,ALLE LANDLEUTE,alle_landleute,,
qd,x9jv.0,ALLGEMEINER CHOR,allgemeiner_chor,,
qd,x9jv.0,SCROP,scrop,,
