corpus,drama,figure_surface,figure_id,Gender,Age
qd,vn2s.0,ROSSE,rosse,,
qd,vn2s.0,DIENER 3,diener_3,,
qd,vn2s.0,SOHN,sohn,,
qd,vn2s.0,ALTER,alter,,
qd,vn2s.0,MENTETH,menteth,,
qd,vn2s.0,ARZT,arzt_schottisch,,
qd,vn2s.0,FLEANCE,fleance,,
qd,vn2s.0,ERSTE HEXE,erste_hexe,,
qd,vn2s.0,LORDS,lords,,
qd,vn2s.0,DIENER 2,diener_2,,
qd,vn2s.0,DER JUNGE SIWARD,der_junge_siward,,
qd,vn2s.0,DRITTER MÖRDER,dritter_mörder,,
qd,vn2s.0,CATHNESS,cathness,,
qd,vn2s.0,ANGUS,angus,,
qd,vn2s.0,PFÖRTNER,pförtner,,
qd,vn2s.0,DRITTE HEXE,dritte_hexe,,
qd,vn2s.0,MÖRDER,erster_mörder,,
qd,vn2s.0,DIE ERSCHEINUNG,die_erscheinung,,
qd,vn2s.0,ZWEITER MÖRDER,zweiter_mörder,,
qd,vn2s.0,LORD,lord,,
qd,vn2s.0,MALCOLM,malcolm,,
qd,vn2s.0,MACBETH,macbeth,,
qd,vn2s.0,HEKATE,hekate,,
qd,vn2s.0,SEYTON,seyton,,
qd,vn2s.0,EIN SOLDAT,ein_soldat,,
qd,vn2s.0,LENOX,lenox,,
qd,vn2s.0,KAMMERFRAU,kammerfrau,,
qd,vn2s.0,BOTE 1,bote_1,,
qd,vn2s.0,LADY MACDUFF,lady_macduff,,
qd,vn2s.0,DUNCAN,duncan,,
qd,vn2s.0,ARZT,arzt_englisch,,
qd,vn2s.0,LADY MACBETH,lady_macbeth,,
qd,vn2s.0,BOTE 2,bote_2,,
qd,vn2s.0,GESANG,gesang,,
qd,vn2s.0,BANQUO,banquo,,
qd,vn2s.0,DONALBAIN,donalbain,,
qd,vn2s.0,ZWEITE HEXE,zweite_hexe,,
qd,vn2s.0,MACDUFF,macduff,,
qd,vn2s.0,KRIEGER,krieger,,
qd,vn2s.0,SIWARD,siward,,
qd,vn2s.0,DIENER 1,diener_1,,
