corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,x4gj.0,pelopia,4,
qd,x4gj.0,aegisth,2,
qd,x4gj.0,priester,1,
qd,x4gj.0,atreus,0,
qd,x4gj.0,thyest,3,
