corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
qd,t9p7.0,519,29356,0,533,8170,0
qd,t9p7.0,519,29356,0,8183,8456,0
qd,t9p7.0,519,29356,0,8469,13870,0
qd,t9p7.0,519,29356,0,13883,15523,0
qd,t9p7.0,519,29356,0,15536,19849,0
qd,t9p7.0,519,29356,0,19862,23545,0
qd,t9p7.0,519,29356,0,23558,24008,0
qd,t9p7.0,519,29356,0,24021,29356,0
qd,t9p7.0,29371,55724,0,29385,32951,0
qd,t9p7.0,29371,55724,0,32964,37595,0
qd,t9p7.0,29371,55724,0,37608,38581,0
qd,t9p7.0,29371,55724,0,38594,39347,0
qd,t9p7.0,29371,55724,0,39360,44711,0
qd,t9p7.0,29371,55724,0,44724,45665,0
qd,t9p7.0,29371,55724,0,45678,49708,0
qd,t9p7.0,29371,55724,0,49721,50279,0
qd,t9p7.0,29371,55724,0,50292,52279,0
qd,t9p7.0,29371,55724,0,52292,52636,0
qd,t9p7.0,29371,55724,0,52649,54595,0
qd,t9p7.0,29371,55724,0,54608,55724,0
qd,t9p7.0,55739,85174,0,55753,57512,0
qd,t9p7.0,55739,85174,0,57525,59825,0
qd,t9p7.0,55739,85174,0,59838,61120,0
qd,t9p7.0,55739,85174,0,61133,63181,0
qd,t9p7.0,55739,85174,0,63194,66216,0
qd,t9p7.0,55739,85174,0,66229,68343,0
qd,t9p7.0,55739,85174,0,68356,71513,0
qd,t9p7.0,55739,85174,0,71526,71984,0
qd,t9p7.0,55739,85174,0,71997,76420,0
qd,t9p7.0,55739,85174,0,76433,77015,0
qd,t9p7.0,55739,85174,0,77028,81561,0
qd,t9p7.0,55739,85174,0,81574,81899,0
qd,t9p7.0,55739,85174,0,81912,84719,0
qd,t9p7.0,55739,85174,0,84732,85174,0
qd,t9p7.0,85190,111051,0,85204,86113,0
qd,t9p7.0,85190,111051,0,86126,87929,0
qd,t9p7.0,85190,111051,0,87942,90332,0
qd,t9p7.0,85190,111051,0,90345,92703,0
qd,t9p7.0,85190,111051,0,92717,100336,0
qd,t9p7.0,85190,111051,0,100349,101641,0
qd,t9p7.0,85190,111051,0,101654,102296,0
qd,t9p7.0,85190,111051,0,102309,106271,0
qd,t9p7.0,85190,111051,0,106284,107050,0
qd,t9p7.0,85190,111051,0,107063,109393,0
qd,t9p7.0,85190,111051,0,109406,111051,0
