corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
qd,r12v.0,236,33152,0,250,11253,0
qd,r12v.0,236,33152,0,11266,20499,0
qd,r12v.0,236,33152,0,20513,24514,0
qd,r12v.0,236,33152,0,24528,32496,0
qd,r12v.0,236,33152,0,32510,33152,0
qd,r12v.0,33167,64033,0,33181,43503,0
qd,r12v.0,33167,64033,0,43516,50661,0
qd,r12v.0,33167,64033,0,50674,53800,0
qd,r12v.0,33167,64033,0,53814,54880,0
qd,r12v.0,33167,64033,0,54894,61715,0
qd,r12v.0,33167,64033,0,61728,64033,0
qd,r12v.0,64048,86219,0,64062,75817,0
qd,r12v.0,64048,86219,0,75830,85025,0
qd,r12v.0,64048,86219,0,85040,86219,0
qd,r12v.0,86234,101888,0,86248,89284,0
qd,r12v.0,86234,101888,0,89297,92686,0
qd,r12v.0,86234,101888,0,92699,95777,0
qd,r12v.0,86234,101888,0,95791,97569,0
qd,r12v.0,86234,101888,0,97583,101888,0
qd,r12v.0,101903,110729,0,101917,106393,0
qd,r12v.0,101903,110729,0,106406,110729,0
