corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,wp6p.0,die_bayer,30,
qd,wp6p.0,der_schöffe,1,
qd,wp6p.0,erster_edelknabe,9,
qd,wp6p.0,albertus,8,
qd,wp6p.0,zweiter_edelknabe,10,
qd,wp6p.0,ein_andrer_ritter_3.4,26,
qd,wp6p.0,der_burggraf,7,
qd,wp6p.0,die_knappen,23,
qd,wp6p.0,die_fürsten_auf_ludwigs_seite,14,
qd,wp6p.0,andre,32,
qd,wp6p.0,dietrich,22,
qd,wp6p.0,mehrere_ritter,5,
qd,wp6p.0,erster_wächter,37,
qd,wp6p.0,dritter_wächter,39,
qd,wp6p.0,stephan,43,
qd,wp6p.0,steffen,19,
qd,wp6p.0,otto,44,
qd,wp6p.0,die_österreicher,29,
qd,wp6p.0,burgvogt,36,
qd,wp6p.0,isabella,12,
qd,wp6p.0,der_legat,16,
qd,wp6p.0,die_bürger,2,
qd,wp6p.0,die_begleiterin,35,
qd,wp6p.0,erster_bürger,41,
qd,wp6p.0,ein_andrer_ritter_4.1,28,
qd,wp6p.0,einige,31,
qd,wp6p.0,adelram,0,
qd,wp6p.0,leopold,13,
qd,wp6p.0,schweppermann,20,
qd,wp6p.0,ritter_4.1,27,
qd,wp6p.0,albrecht,21,
qd,wp6p.0,ein_ritter_3.4,25,
qd,wp6p.0,erste_pilgerin,33,
qd,wp6p.0,die_wächter,40,
qd,wp6p.0,die_übrigen_ritter,6,
qd,wp6p.0,ritter_3.3,24,
qd,wp6p.0,zweiter_wächter,38,
qd,wp6p.0,die_fürsten,17,
qd,wp6p.0,die_fürsten_auf_friedrichs_seite,15,
qd,wp6p.0,zweite_pilgerin,34,
qd,wp6p.0,ludwig,3,
qd,wp6p.0,thomas,18,
qd,wp6p.0,zweiter_bürger,42,
qd,wp6p.0,ein_bürger,4,
qd,wp6p.0,friedrich,11,
