corpus,drama,documentTitle,language,Name,Pnd,Translator.Name,Translator.Pnd,Date.Written,Date.Printed,Date.Premiere,Date.Translation
qd,r0hz.0,Die Hermannsschlacht,de,"Kleist, Heinrich von",118563076,,,1808,0,0,0
