corpus,drama,figure_surface,figure_id,Gender,Age
qd,vnjn.0,SALISBURY,salisbury,,
qd,vnjn.0,GURNEY,gurney,,
qd,vnjn.0,BASTARD,bastard,,
qd,vnjn.0,CONSTANZE,constanze,,
qd,vnjn.0,ARTHUR,arthur,,
qd,vnjn.0,KÖNIG JOHANN,könig_johann,,
qd,vnjn.0,HUBERT,hubert,,
qd,vnjn.0,ESSEX,essex,,
qd,vnjn.0,MELUN,melun,,
qd,vnjn.0,BOTE 3,bote_3,,
qd,vnjn.0,ERSTER BÜRGER,erster_bürger,,
qd,vnjn.0,LADY FAULCONBRIDGE,lady_faulconbridge,,
qd,vnjn.0,BIGOT,bigot,,
qd,vnjn.0,PETER,peter,,
qd,vnjn.0,KÖNIG PHILIPP,könig_philipp,,
qd,vnjn.0,BLANCA,blanca,,
qd,vnjn.0,ENGLISCHER HEROLD,englischer_herold,,
qd,vnjn.0,PRINZ HEINRICH,prinz_heinrich,,
qd,vnjn.0,ÖSTERREICH,österreich,,
qd,vnjn.0,PANDULPHO,pandulpho,,
qd,vnjn.0,LOUIS,louis,,
qd,vnjn.0,PEMBROKE,pembroke,,
qd,vnjn.0,ELEONORE,eleonore,,
qd,vnjn.0,BOTE 2,bote_2,,
qd,vnjn.0,FRANZÖSISCHER HEROLD,französischer_herold,,
qd,vnjn.0,ERSTER AUFWÄRTER,erster_aufwärter,,
qd,vnjn.0,BOTE 1,bote_1,,
qd,vnjn.0,ROBERT,robert,,
qd,vnjn.0,CHATILLON,chatillon,,
