corpus,drama,figure_surface,figure_id,Gender,Age
qd,pkj2.0,BREITE,breite,,
qd,pkj2.0,VATER JAKOB,vater_jakob,,
qd,pkj2.0,SCHINDLERN,schindlern,,
qd,pkj2.0,TINE,tine,,
qd,pkj2.0,BECKERN,beckern,,
qd,pkj2.0,DIE ALTE MATTERN,die_alte_mattern,,
qd,pkj2.0,KRETSCHMER,kretschmer,,
qd,pkj2.0,EINIGE ANDERE,einige_andere,,
qd,pkj2.0,JOSEPH SCHINDLER,joseph_schindler,,
qd,pkj2.0,DIE ARBEITER,die_beiden_arbeiter,,
qd,pkj2.0,WIRT,wirt,,
qd,pkj2.0,EINIGE MÄDCHEN,einige_mädchen,,
qd,pkj2.0,FRANZEL,franzel,,
qd,pkj2.0,BAUER,bauer,,
qd,pkj2.0,BLUMIG,blumig,,
qd,pkj2.0,DORFBURSCHEN UND DORFMÄDCHEN,dorfburschen_und_dorfmädchen,,
qd,pkj2.0,FRAU HILDEBRANDT,frau_hildebrandt,,
qd,pkj2.0,FRAU GLUMM,frau_glumm,,
qd,pkj2.0,BAUER HILDEBRANDT,bauer_hildebrandt,,
qd,pkj2.0,EIN JUNGER BURSCHE,ein_junger_bursche,,
qd,pkj2.0,FRAU KRETSCHMER,frau_kretschmer,,
qd,pkj2.0,JUNGE,junge,,
qd,pkj2.0,VIEHHÄNDLER,viehhändler,,
qd,pkj2.0,DIE BÄUERIN,bäuerin,,
qd,pkj2.0,ERNST,ernsts_stimme,,
qd,pkj2.0,HUHNDORF,huhndorf,,
qd,pkj2.0,EINIGE BURSCHEN,einige_burschen,,
qd,pkj2.0,WIRTIN,wirtin,,
qd,pkj2.0,DIE BAUERN,andere,,
