corpus,drama,figure_surface,figure_id,Gender,Age
qd,qd2g.0,VIERTE,vierte,,
qd,qd2g.0,DER PFLEGER,der_pfleger,,
qd,qd2g.0,DIE VERTRAUTE,die_vertraute,,
qd,qd2g.0,ZWEITE,zweite,,
qd,qd2g.0,FÜNFTE,fünfte,,
qd,qd2g.0,CHRYSOTHEMIS,chrysothemis,,
qd,qd2g.0,DIE SCHLEPPTRÄGERIN,die_schleppträgerin,,
qd,qd2g.0,CHKYSOTHEMIS,chkysothemis,,
qd,qd2g.0,DIE DIENERINNEN,die_dienerinnen,,
qd,qd2g.0,DER KOCH,der_koch,,
qd,qd2g.0,EIN ALTER DIENER,der_alte,,
qd,qd2g.0,DIE EINE,erste,,
qd,qd2g.0,OREST,orest,,
qd,qd2g.0,ELEKTRA,elektra,,
qd,qd2g.0,ÄGISTH,ägisth,,
qd,qd2g.0,AUFSEHERIN,aufseherin,,
qd,qd2g.0,DER DIENER,der_junge,,
qd,qd2g.0,KLYTEMNÄSTRA,klytemnästra,,
qd,qd2g.0,DRITTE,dritte,,
