corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,qn30.0,mann,1,
qd,qn30.0,der_sterbende,25,
qd,qn30.0,der_vierte,27,
qd,qn30.0,der_dritte,31,
qd,qn30.0,sinner,47,
qd,qn30.0,lersner,45,
qd,qn30.0,kaffka,42,
qd,qn30.0,eine_andere,6,
qd,qn30.0,tietze,37,
qd,qn30.0,hess,32,
qd,qn30.0,oberaufseher,15,
qd,qn30.0,ein_weib,0,
qd,qn30.0,wanda,34,
qd,qn30.0,ruschnow,36,
qd,qn30.0,eine_ganz_hohe_schrille_stimme,23,
qd,qn30.0,eine_irrsinnige_weiberstimme,4,
qd,qn30.0,ingenieur,2,
qd,qn30.0,männerstimme,5,
qd,qn30.0,aufseher,14,
qd,qn30.0,männer,13,
qd,qn30.0,reporter,16,
qd,qn30.0,holsen,40,
qd,qn30.0,ein_alter,19,
qd,qn30.0,ein_älterer_bergmann,24,
qd,qn30.0,der_zweite,29,
qd,qn30.0,michael,33,
qd,qn30.0,anna,46,
qd,qn30.0,einer_2,7,
qd,qn30.0,ein_streikleiter,49,
qd,qn30.0,ledovsky,41,
qd,qn30.0,der_fünfte,30,
qd,qn30.0,weib,12,
qd,qn30.0,schachtaufseher,9,
qd,qn30.0,schmidt,48,
qd,qn30.0,timm,44,
qd,qn30.0,das_weib,26,
qd,qn30.0,vogler,38,
qd,qn30.0,die_menge,22,
qd,qn30.0,ein_mädchen,21,
qd,qn30.0,ein,10,
qd,qn30.0,fabius,39,
qd,qn30.0,ein_anderes,18,
qd,qn30.0,hennig,35,
qd,qn30.0,anderer,11,
qd,qn30.0,weiber,20,
qd,qn30.0,martin,43,
qd,qn30.0,junges_weib,17,
qd,qn30.0,einer_1,3,
qd,qn30.0,der_erste,28,
qd,qn30.0,regierungsvertreter,8,
