corpus,drama,figure_surface,figure_id,Gender,Age
qd,k8cn.0,JAKOB,jakob,,
qd,k8cn.0,DARDOS,dardos,,
qd,k8cn.0,LISEL,lisel,,
qd,k8cn.0,JOHANN,johann,,
qd,k8cn.0,FRÄNZL,fränzl,,
qd,k8cn.0,DAPHNE,daphne,,
qd,k8cn.0,GANYMEDES,ganymedes,,
qd,k8cn.0,FRÄULE,fräule_allein,,
qd,k8cn.0,TIRUS,tirus,,
qd,k8cn.0,CHOR,chor,,
qd,k8cn.0,HERR VON WOLF,wolf,,
qd,k8cn.0,VOLPINO,volpino,,
qd,k8cn.0,TOMASO,tomaso,,
qd,k8cn.0,CHLOE,chloe,,
qd,k8cn.0,VON HERRN VON BÄR,bär,,
qd,k8cn.0,FRAU VON HABICHT,frau_von_habicht_allein,,
qd,k8cn.0,PETER,peter,,
