corpus,drama,documentTitle,language,Name,Pnd,Translator.Name,Translator.Pnd,Date.Written,Date.Printed,Date.Premiere,Date.Translation
qd,kjgc.0,"Die Jubelfeier der Hölle, oder Faust der jüngere",de,"Benkowitz, Karl Friedrich",116121009,,,0,0,0,0
