corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,pkhm.0,einer_der_bauern,21,
qd,pkhm.0,ein_mädchen,24,
qd,pkhm.0,johannes_habundus,31,
qd,pkhm.0,der_diener,29,
qd,pkhm.0,ein_anderes_mädchen,25,
qd,pkhm.0,rapunzel,2,
qd,pkhm.0,ein_anderer_bursche,23,
qd,pkhm.0,prinzessin_trull,0,
qd,pkhm.0,die_gräfin,9,
qd,pkhm.0,die_leute,27,
qd,pkhm.0,der_wirt,16,
qd,pkhm.0,die_vier_beamten,15,
qd,pkhm.0,der_polizist,28,
qd,pkhm.0,der_apostel_petrus,14,
qd,pkhm.0,die_junge_raschke,5,
qd,pkhm.0,ein_bauernmädchen,26,
qd,pkhm.0,der_gendarm,6,
qd,pkhm.0,die_frau_pastorin,8,
qd,pkhm.0,ein_bauernbursche,22,
qd,pkhm.0,christel,3,
qd,pkhm.0,die_wirtin,17,
qd,pkhm.0,die_alte_raschke,1,
qd,pkhm.0,der_alte_raschke,4,
qd,pkhm.0,eine_stimme,30,
qd,pkhm.0,der_amtssekretär,13,
qd,pkhm.0,der_fremde,18,
qd,pkhm.0,der_junge_raschke,7,
qd,pkhm.0,ein_bauer,20,
qd,pkhm.0,der_dorfpastor,10,
qd,pkhm.0,das_armselige_dorfgesindel,11,
qd,pkhm.0,einer_aus_dem_gesindel,12,
qd,pkhm.0,der_eine_diener,19,
