corpus,drama,figure_surface,figure_id,Gender,Age
qd,qkmx.0,LADENDIENER,ladendiener,,
qd,qkmx.0,LOUISE,louise,,
qd,qkmx.0,RUHBERG SOHN,ruhberg_der_sohn,,
qd,qkmx.0,BARON,baron,,
qd,qkmx.0,HAUSHOFMEISTER,haushofmeister,,
qd,qkmx.0,OBERKOMMISSÄR,oberkommissär,,
qd,qkmx.0,HOFRATH,hofrath,,
qd,qkmx.0,SALOMON,salomon,,
qd,qkmx.0,RUHBERG VATER,ruhberg_vater,,
qd,qkmx.0,HENRIETTE,henriette,,
qd,qkmx.0,GERICHTSDIENER,gerichtsdiener,,
qd,qkmx.0,MADAME RUHBERG,madame_ruhberg,,
qd,qkmx.0,CHRISTIAN,christian,,
qd,qkmx.0,DOKTOR,doktor,,
qd,qkmx.0,SEKRETÄR AHLDEN,sekretär_ahlden,,
qd,qkmx.0,HOFRÄTHIN,hofräthin,,
