corpus,drama,figure_surface,figure_id,Gender,Age
qd,kmq3.0,BERKLEY,berkley,,
qd,kmq3.0,CROMWELL,cromwell,,
qd,kmq3.0,FAIRFAX,fairfax,,
qd,kmq3.0,DIE SOLDATEN,die_soldaten,,
qd,kmq3.0,RICHMOND,richmond,,
qd,kmq3.0,DIE PRESBYTERIANER,die_presbyterianer,,
qd,kmq3.0,DRAUSSEN JUBELGESCHREI,geschrei_von_rechts,,
qd,kmq3.0,IRETON,ireton,,
qd,kmq3.0,SIDNEY,sidney,,
qd,kmq3.0,LILBURN,lilburn,,
qd,kmq3.0,BRADSHAW,bradshaw,,
qd,kmq3.0,MILTON,milton,,
qd,kmq3.0,MEHRERE,mehrere,,
qd,kmq3.0,STIMME HARRISONS,stimme_harrisons,,
qd,kmq3.0,HAMMOND,hammond,,
qd,kmq3.0,MANCHESTER,manchesters_stimme,,
qd,kmq3.0,MONTAGUE,mantague,,
qd,kmq3.0,STIMME DES HENKERS,stimme_des_henkers,,
qd,kmq3.0,PRYNNE,prynne,,
qd,kmq3.0,LUDLOW,ludlow,,
qd,kmq3.0,KARL,karl,,
qd,kmq3.0,LINDSAY,lindsay,,
qd,kmq3.0,GRAVES,graves,,
qd,kmq3.0,COKE,coke,,
qd,kmq3.0,JOYCE,joyce,,
