corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,pkx0.0,der_sekretär,9,
qd,pkx0.0,adam,5,
qd,pkx0.0,zweiter_gerichtsdiener,6,
qd,pkx0.0,eine_magd,7,
qd,pkx0.0,der_kaufmann_wolfram,8,
qd,pkx0.0,mutter,1,
qd,pkx0.0,meister_anton,4,
qd,pkx0.0,leonhard,3,
qd,pkx0.0,ein_knabe,10,
qd,pkx0.0,klara,0,
qd,pkx0.0,karl,2,
