corpus,drama,figure_surface,figure_id,Gender,Age
qd,nfhm.0,SUSANNE,susanne,,
qd,nfhm.0,GRUNDWÄCHTER,grundwächter,,
qd,nfhm.0,GUSTCHEN,gustchen,,
qd,nfhm.0,BÄRBEL,bärbel,,
qd,nfhm.0,ERSTER BRANDLKRAMER,erster_bandlkramer,,
qd,nfhm.0,DIE HAUSIERERIN,die_hausiererin,,
qd,nfhm.0,SEIB,seib,,
qd,nfhm.0,TOBISCHKA,tobischka,,
qd,nfhm.0,MALCHEN,malchen,,
qd,nfhm.0,LANGE,lange,,
qd,nfhm.0,JOHANN,johann,,
qd,nfhm.0,THERESE,therese,,
qd,nfhm.0,WILDGANS,wildgans,,
qd,nfhm.0,CHOR,chor,,
qd,nfhm.0,HERFORT,herfort,,
qd,nfhm.0,DIE MÄNNER,die_männer,,
qd,nfhm.0,CHRISTOPH,christoph,,
qd,nfhm.0,PHILIPP,philipp,,
qd,nfhm.0,STERN,stern,,
qd,nfhm.0,SIMON,simon,,
qd,nfhm.0,RICHTER,richter,,
qd,nfhm.0,STORCH,storch,,
qd,nfhm.0,ADAM,adam,,
qd,nfhm.0,KALB,kalb,,
qd,nfhm.0,LISETTE,lisette,,
qd,nfhm.0,ZWEITER BANDLKRAMER,zweiter_bandlkramer,,
qd,nfhm.0,KORPORAL,korporal,,
qd,nfhm.0,HANS,hans,,
qd,nfhm.0,ROBERT,robert,,
qd,nfhm.0,ALTBERG,altberg,,
qd,nfhm.0,BERNHARD,bernhard,,
qd,nfhm.0,GESCHWORNER,geschworner,,
qd,nfhm.0,MEHLTHAU,mehlthau,,
qd,nfhm.0,SABINE,sabine,,
qd,nfhm.0,FRAU MARTHE,frau_marthe,,
qd,nfhm.0,NETTCHEN,nettchen,,
qd,nfhm.0,DIE GESCHWORNEN,die_geschwornen,,
qd,nfhm.0,HARMONIKUS,harmonikus,,
qd,nfhm.0,DIE WEIBER,die_weiber,,
qd,nfhm.0,BUB,bub,,
qd,nfhm.0,HÄNSLE,hänsle,,
qd,nfhm.0,SCHWARZ,schwarz,,
qd,nfhm.0,JEANETTE,jeanette,,
qd,nfhm.0,HAUSKNECHT,hausknecht,,
qd,nfhm.0,TURBARIUS,turbarius,,
qd,nfhm.0,SPERLING,sperling,,
qd,nfhm.0,JOCKERLE,jockerle,,
qd,nfhm.0,MATHIAS,mathias,,
qd,nfhm.0,GRETCHEN,gretchen,,
