corpus,drama,documentTitle,language,Name,Pnd,Translator.Name,Translator.Pnd,Date.Written,Date.Printed,Date.Premiere,Date.Translation
qd,v183.0,Der neue Doktor Faust,de,"Schink, Johann Friedrich",118607774,,,0,0,0,0
