corpus,drama,documentTitle,language,Name,Pnd,Translator.Name,Translator.Pnd,Date.Written,Date.Printed,Date.Premiere,Date.Translation
qd,r0px.0,Die Familie Schroffenstein,de,"Kleist, Heinrich von",118563076,,,1802,1803,1804,0
